BirthDate,MaritalStatus,YearlyIncome,Gender,TotalChildren,NumberChildrenAtHome,Education,Occupation,HomeOwner,CommuteDistance,NumberOfPurchases,ProfitGenerated
1975,FALSE,1,0,0,0,1,2,TRUE,3,2,11110.5767
1975,TRUE,1,1,0,0,1,2,TRUE,3,2,11517.909
1974,TRUE,1,1,0,0,1,2,TRUE,3,2,11594.5528
1974,FALSE,1,0,0,0,1,2,FALSE,1,2,5674.0804
1973,FALSE,2,1,0,0,2,2,FALSE,1,3,11772.6249
1976,TRUE,2,1,0,0,2,3,TRUE,3,2,21408.2804
1955,FALSE,3,1,2,0,1,2,TRUE,3,2,18135.5241
1955,FALSE,3,0,2,0,1,2,TRUE,3,2,13960.8725
1958,TRUE,4,0,0,0,4,4,TRUE,4,1,40700.6806
1974,FALSE,1,0,0,0,1,3,TRUE,3,2,12830.3003
1974,FALSE,2,1,0,0,2,3,FALSE,1,3,13659.9199
1974,FALSE,2,1,0,0,2,3,FALSE,1,2,13634.9971
1974,FALSE,2,0,0,0,2,3,FALSE,1,2,10521.583
1959,TRUE,4,0,1,2,3,4,TRUE,2,3,22151.1107
1959,FALSE,4,1,0,0,4,4,TRUE,0,1,33119.1842
1966,FALSE,4,0,0,0,4,4,FALSE,0,3,21201.7317
1966,FALSE,4,0,0,0,3,4,FALSE,0,2,24459.8674
1957,FALSE,2,1,2,0,0,2,FALSE,1,2,7182.2882
1957,FALSE,2,0,2,0,0,2,TRUE,3,3,10819.5978
1957,TRUE,2,1,2,0,1,3,FALSE,3,2,11342.363
1957,TRUE,2,1,2,0,1,3,FALSE,1,2,6875.9126
1957,FALSE,2,0,2,0,1,3,TRUE,3,2,13042.3525
1957,TRUE,2,1,2,0,1,3,FALSE,1,2,6925.783
1967,TRUE,3,1,2,2,3,3,FALSE,0,1,10135.6468
1962,TRUE,2,1,1,0,2,2,TRUE,3,1,14746.1285
1962,TRUE,2,0,1,0,3,3,TRUE,0,1,9084.6958
1966,FALSE,4,1,0,0,4,4,FALSE,1,2,30323.2435
1966,FALSE,4,1,0,0,4,4,FALSE,0,2,27666.0284
1966,FALSE,4,1,0,0,4,4,FALSE,1,3,30432.9909
1965,TRUE,3,0,5,5,3,3,TRUE,0,5,7545.4195
1964,FALSE,2,1,0,0,3,3,FALSE,3,1,27836.3596
1962,FALSE,2,1,5,4,3,3,TRUE,3,2,18001.1678
1962,TRUE,2,1,5,4,2,2,TRUE,3,2,9974.9062
1962,TRUE,2,0,5,4,2,2,TRUE,3,2,7669.7659
1958,TRUE,3,1,5,4,3,3,TRUE,1,2,10776.8261
1957,FALSE,2,1,1,0,2,2,FALSE,0,1,8589.0986
1957,FALSE,2,0,1,0,2,2,TRUE,3,1,14209.3083
1957,FALSE,2,1,1,0,2,2,TRUE,3,1,18484.0183
1976,FALSE,1,1,0,0,1,2,FALSE,0,2,6721.6779
1976,FALSE,1,0,0,0,1,2,FALSE,0,2,5185.238
1976,FALSE,1,0,0,0,1,2,FALSE,0,2,5122.3442
1976,TRUE,1,1,0,0,1,2,TRUE,3,2,11585.1196
1980,FALSE,1,1,0,0,1,2,TRUE,3,2,14470.1613
1980,FALSE,1,1,0,0,0,1,FALSE,3,2,8880.5473
1978,TRUE,1,0,0,0,1,2,TRUE,3,2,8950.5503
1978,TRUE,1,1,0,0,1,2,TRUE,3,2,11559.4656
1978,FALSE,1,0,0,0,1,2,FALSE,0,2,5130.9774
1978,TRUE,1,0,0,0,1,2,FALSE,0,2,4165.9684
1977,FALSE,1,0,0,0,0,1,FALSE,0,2,3728.3777
1977,FALSE,1,0,0,0,1,2,TRUE,3,2,11115.0074
1979,TRUE,1,1,0,0,0,1,FALSE,0,3,3978.7418
1979,FALSE,1,0,0,0,1,2,FALSE,0,2,5189.5488
1979,TRUE,1,1,0,0,1,2,TRUE,3,2,11594.1097
1939,FALSE,1,1,2,0,2,1,TRUE,3,2,9239.9382
1940,TRUE,1,0,2,0,3,4,FALSE,0,2,5943.0567
1941,FALSE,1,0,2,0,3,4,TRUE,3,2,16021.8924
1941,FALSE,1,0,2,0,3,4,TRUE,3,2,16021.0436
1976,TRUE,1,0,0,0,1,2,TRUE,3,2,8895.4291
1976,FALSE,1,0,0,0,1,2,FALSE,1,2,5731.7808
1976,FALSE,1,0,0,0,2,2,TRUE,3,1,12681.9031
1975,FALSE,1,0,0,0,1,2,FALSE,1,2,5684.1338
1974,FALSE,1,1,0,0,2,2,FALSE,1,1,8448.1694
1973,TRUE,2,1,0,0,2,2,TRUE,3,1,18482.2083
1967,FALSE,3,0,0,0,3,4,TRUE,1,2,23194.4365
1967,TRUE,3,1,1,0,3,4,TRUE,1,2,19124.49
1967,TRUE,3,0,1,0,3,4,TRUE,0,2,13478.979
1972,FALSE,1,1,4,4,2,1,TRUE,1,2,4426.8607
1944,FALSE,2,0,4,0,3,4,TRUE,4,2,21798.6456
1944,FALSE,2,0,4,0,3,4,TRUE,1,2,11980.8384
1944,FALSE,2,1,4,0,4,4,TRUE,4,2,24611.2338
1944,TRUE,2,1,4,0,4,4,TRUE,4,2,19701.5655
1944,TRUE,2,0,5,0,3,4,TRUE,1,2,8944.6854
1944,FALSE,2,0,5,0,3,4,TRUE,4,2,20265.6252
1944,FALSE,2,1,5,0,3,4,TRUE,4,2,26351.0523
1945,TRUE,2,0,4,0,3,4,TRUE,2,2,11417.8542
1945,TRUE,2,0,4,0,3,4,TRUE,4,2,17508.688
1946,FALSE,2,0,5,0,3,4,TRUE,4,3,20194.7956
1946,TRUE,2,0,5,0,3,4,TRUE,4,3,16171.6915
1946,TRUE,2,0,5,0,3,4,TRUE,1,2,8889.7849
1947,TRUE,2,1,4,1,3,4,TRUE,4,1,20666.5442
1948,FALSE,2,0,2,1,2,3,TRUE,4,1,15057.9296
1948,FALSE,2,0,2,1,2,3,TRUE,4,1,15087.9712
1948,FALSE,2,1,4,1,3,4,TRUE,4,3,25855.6359
1949,TRUE,2,1,2,1,2,3,FALSE,2,2,8507.1693
1949,FALSE,2,0,2,1,2,3,TRUE,4,2,15158.7491
1949,FALSE,2,0,2,1,2,3,TRUE,4,2,15149.4308
1950,FALSE,2,0,2,1,2,3,TRUE,2,2,9834.4856
1950,TRUE,2,1,2,1,2,3,TRUE,2,2,10269.8159
1950,TRUE,2,0,2,1,2,3,TRUE,2,1,7882.1122
1951,FALSE,2,0,2,1,1,3,TRUE,4,2,13238.5341
1951,FALSE,2,0,2,1,1,3,TRUE,4,2,13203.1181
1951,TRUE,2,0,2,1,2,3,TRUE,2,2,7936.9974
1951,TRUE,2,0,2,1,2,3,FALSE,2,3,6561.1172
1952,TRUE,2,0,3,1,1,3,TRUE,4,2,9922.5379
1952,FALSE,2,1,3,1,1,3,TRUE,4,2,16154.5765
1952,TRUE,2,0,3,1,1,3,TRUE,4,2,9873.7211
1952,TRUE,2,0,5,2,2,3,TRUE,2,2,6385.2726
1958,FALSE,4,0,2,2,3,4,FALSE,0,4,16263.5348
1958,TRUE,4,0,2,2,3,4,TRUE,0,4,15514.5438
1957,FALSE,4,0,2,2,2,3,TRUE,3,3,23375.4031
1957,TRUE,4,1,2,3,1,3,TRUE,3,4,21220.434
1956,TRUE,4,1,3,4,2,3,TRUE,3,3,22673.4845
1955,FALSE,4,0,3,3,2,3,FALSE,0,3,10085.8458
1955,FALSE,4,0,3,3,2,3,FALSE,0,3,10092.155
1933,TRUE,4,0,1,1,4,4,TRUE,2,2,19161.5052
1933,FALSE,4,0,1,1,4,4,TRUE,2,2,23885.3152
1933,TRUE,4,0,1,1,4,4,TRUE,1,3,16161.2804
1965,TRUE,3,1,4,4,2,3,TRUE,2,3,10964.4149
1965,TRUE,3,1,5,5,2,3,TRUE,2,3,10198.6916
1965,FALSE,3,0,3,1,3,4,TRUE,2,4,16947.2254
1965,TRUE,3,1,4,1,2,3,TRUE,2,4,11065.7195
1965,TRUE,3,1,4,1,2,3,TRUE,2,4,10926.6079
1965,TRUE,4,1,2,2,3,4,TRUE,1,3,22298.1316
1965,FALSE,4,0,3,2,2,3,TRUE,2,4,15771.3297
1965,TRUE,4,1,1,1,4,4,TRUE,0,4,19126.0804
1965,TRUE,4,1,1,1,4,4,TRUE,0,4,19128.3334
1965,TRUE,4,1,1,1,4,4,TRUE,0,4,19149.3596
1964,FALSE,3,0,4,3,2,3,TRUE,2,2,10542.6595
1964,TRUE,3,0,5,5,2,3,TRUE,2,3,7835.0094
1964,FALSE,3,1,0,0,2,3,FALSE,4,1,30451.8079
1964,TRUE,4,1,2,2,4,4,TRUE,0,2,17460.1069
1934,TRUE,3,0,1,1,4,4,TRUE,0,1,10548.2696
1963,TRUE,3,0,4,3,2,3,TRUE,2,2,8514.0253
1963,FALSE,3,1,0,0,2,3,FALSE,2,2,19725.6161
1963,TRUE,4,1,4,3,2,3,TRUE,3,3,21193.3375
1962,TRUE,3,1,5,4,2,3,TRUE,0,2,7893.3082
1962,FALSE,3,1,5,4,2,3,TRUE,3,3,17632.7248
1962,TRUE,3,1,1,1,2,3,TRUE,1,3,11653.0053
1962,TRUE,3,0,1,1,2,3,TRUE,3,5,14588.8395
1962,TRUE,4,0,1,1,2,3,TRUE,1,4,12469.1948
1962,TRUE,4,0,1,1,3,4,TRUE,2,4,22059.5803
1961,TRUE,3,1,4,3,1,3,TRUE,3,2,13352.7588
1961,FALSE,3,0,4,3,1,3,TRUE,3,3,12759.6601
1961,TRUE,3,0,3,2,2,3,TRUE,1,5,7629.0743
1961,TRUE,4,1,1,1,3,4,TRUE,0,3,22118.2324
1961,FALSE,4,1,1,1,3,4,FALSE,0,3,22999.994
1961,TRUE,4,0,3,3,3,4,TRUE,0,3,14553.392
1961,TRUE,4,1,1,1,3,4,TRUE,2,4,28761.3786
1955,TRUE,2,0,2,0,1,3,FALSE,3,2,8782.4062
1955,TRUE,2,1,2,0,1,3,FALSE,1,2,6941.3338
1954,FALSE,3,0,2,0,0,2,TRUE,3,2,13241.848
1936,FALSE,4,0,1,0,4,4,FALSE,0,4,16873.3232
1960,TRUE,3,1,5,4,2,3,TRUE,3,3,14135.3351
1960,FALSE,3,0,4,3,1,3,TRUE,3,3,12835.7141
1960,TRUE,3,1,4,3,1,3,TRUE,3,3,13279.278
1960,TRUE,3,0,4,3,1,3,TRUE,3,3,10265.7028
1960,TRUE,4,0,4,3,3,4,FALSE,2,3,14761.6199
1960,TRUE,4,0,1,1,2,3,TRUE,2,2,14806.276
1960,TRUE,4,1,1,1,4,4,TRUE,0,2,19211.2244
1954,TRUE,2,1,2,0,0,2,TRUE,3,2,11219.3282
1953,TRUE,2,1,3,0,4,4,TRUE,3,2,19016.9895
1953,TRUE,2,1,3,0,4,4,TRUE,3,2,18937.6143
1953,FALSE,2,1,3,0,4,4,TRUE,3,2,23747.7965
1953,TRUE,2,1,3,0,4,4,TRUE,1,3,11530.2625
1953,FALSE,2,0,3,0,4,4,FALSE,1,2,9268.4165
1952,TRUE,1,1,3,0,2,3,FALSE,3,2,8745.6289
1952,TRUE,1,0,3,0,2,3,FALSE,1,2,4052.1744
1952,TRUE,1,0,3,0,2,3,FALSE,3,2,6673.0059
1937,TRUE,3,1,2,3,4,4,TRUE,3,3,22597.4474
1937,FALSE,4,0,2,4,3,4,FALSE,0,4,16216.6852
1938,TRUE,3,0,5,0,3,4,TRUE,3,2,17848.4786
1938,TRUE,4,1,2,2,3,4,TRUE,0,4,20198.3032
1940,TRUE,3,0,5,0,3,4,FALSE,1,2,9086.4743
1940,TRUE,3,1,2,3,4,4,TRUE,1,3,13806.7148
1940,TRUE,3,0,2,2,4,4,TRUE,3,3,17331.2724
1968,FALSE,3,0,4,4,2,2,FALSE,1,3,6407.7067
1968,FALSE,3,1,2,0,3,4,TRUE,1,2,21976.6942
1968,TRUE,3,0,2,0,3,4,TRUE,0,2,12275.657
1968,TRUE,3,1,3,0,3,4,TRUE,1,3,16433.0759
1968,TRUE,4,0,1,0,4,4,TRUE,0,3,16232.5777
1979,FALSE,1,0,0,0,2,2,TRUE,3,1,12780.0674
1979,FALSE,1,0,0,0,2,2,TRUE,3,1,12786.974
1944,FALSE,0,1,5,0,1,2,TRUE,3,3,3438.9429
1944,TRUE,0,0,3,0,1,2,FALSE,1,2,1197.616
1947,TRUE,0,0,2,1,1,2,TRUE,3,2,2439.9638
1978,FALSE,1,0,0,0,2,2,FALSE,1,1,6462.6932
1947,TRUE,0,1,4,0,1,2,TRUE,3,2,3006.7124
1947,TRUE,1,0,2,0,2,1,FALSE,3,2,4698.1805
1955,TRUE,0,1,2,0,2,0,TRUE,2,1,2487.1628
1942,FALSE,0,0,2,0,2,0,TRUE,1,1,2051.6032
1943,TRUE,0,1,3,0,2,0,TRUE,2,1,2439.9311
1980,TRUE,0,1,0,0,2,0,TRUE,2,1,3607.7955
1970,TRUE,1,1,1,1,3,2,TRUE,2,1,8596.9518
1970,TRUE,1,1,1,1,3,2,TRUE,0,1,6619.1923
1968,FALSE,2,1,2,2,3,2,TRUE,2,1,13821.9425
1967,FALSE,1,0,2,2,3,2,TRUE,0,1,5821.8968
1966,FALSE,2,0,3,3,3,2,TRUE,2,1,9941.5819
1965,FALSE,3,0,3,3,3,2,TRUE,2,2,12242.0411
1965,TRUE,3,1,3,3,3,2,TRUE,4,3,19629.1218
1965,FALSE,3,0,4,4,3,2,FALSE,0,1,7292.7787
1964,TRUE,1,1,4,4,3,2,TRUE,2,2,6887.1454
1964,TRUE,1,1,4,4,3,2,TRUE,4,3,10671.7813
1964,FALSE,1,0,5,5,3,2,TRUE,3,3,8563.1559
1964,FALSE,1,0,4,2,3,2,TRUE,0,2,5196.266
1963,TRUE,2,1,4,2,3,3,TRUE,2,2,11188.5296
1968,FALSE,2,0,0,0,3,3,TRUE,2,1,18511.7569
1962,FALSE,2,0,1,0,3,3,TRUE,2,1,14830.2745
1962,TRUE,2,1,1,0,2,2,TRUE,0,1,8247.3228
1961,TRUE,1,1,4,3,1,2,TRUE,4,3,7475.1643
1961,TRUE,2,1,1,0,2,2,TRUE,0,1,8280.3692
1961,TRUE,2,1,1,0,2,2,TRUE,2,1,10618.3731
1961,TRUE,2,1,1,0,2,2,TRUE,2,1,10666.7266
1961,TRUE,2,1,1,0,2,2,TRUE,2,1,10686.0499
1960,TRUE,1,1,4,2,1,2,TRUE,0,2,3725.0107
1960,TRUE,1,1,4,2,1,2,FALSE,0,3,3085.6982
1960,FALSE,1,1,0,0,3,3,FALSE,2,1,14352.9756
1960,TRUE,2,1,1,0,2,2,TRUE,2,1,10614.3175
1967,FALSE,1,0,0,0,2,2,TRUE,2,1,9240.3864
1967,TRUE,1,1,0,0,2,2,FALSE,0,1,6164.6108
1967,FALSE,1,1,0,0,2,2,FALSE,0,1,7702.235
1967,FALSE,1,1,0,0,2,2,TRUE,2,1,11977.1842
1967,FALSE,2,1,0,0,4,3,FALSE,2,1,17501.66
1960,TRUE,2,1,1,0,2,2,TRUE,2,1,10657.7344
1959,TRUE,2,1,1,0,2,2,TRUE,2,1,10641.0926
1959,TRUE,2,0,5,5,4,3,TRUE,4,3,10665.6063
1958,TRUE,2,0,1,0,3,3,TRUE,2,1,11809.7362
1958,TRUE,2,1,1,0,3,3,TRUE,2,1,15375.7384
1958,TRUE,2,0,1,0,3,3,TRUE,0,1,9074.6579
1958,TRUE,2,0,1,0,3,3,TRUE,2,1,11821.127
1969,TRUE,3,1,4,4,4,4,TRUE,0,1,10982.1727
1970,TRUE,3,0,4,4,4,4,TRUE,0,1,8454.9271
1969,TRUE,4,1,1,0,4,4,TRUE,0,1,21042.7046
1967,TRUE,2,0,5,5,3,3,TRUE,4,4,12284.1427
1967,TRUE,2,0,5,5,3,3,FALSE,4,5,10206.9192
1967,FALSE,2,1,5,5,3,3,TRUE,4,4,19987.5783
1966,FALSE,3,1,5,5,4,4,TRUE,0,3,12722.5617
1966,TRUE,3,0,5,5,4,4,TRUE,0,3,7788.864
1966,FALSE,3,0,5,5,3,3,TRUE,0,3,9478.5243
1966,FALSE,3,1,5,5,3,3,TRUE,1,3,13457.4263
1968,FALSE,2,0,0,0,3,3,FALSE,3,1,21420.4752
1964,TRUE,2,0,3,3,3,3,TRUE,3,2,12752.5607
1963,FALSE,2,1,3,2,3,3,FALSE,0,2,9610.8724
1963,TRUE,2,0,3,2,3,3,TRUE,3,2,12771.8671
1974,FALSE,1,0,0,0,2,1,TRUE,2,1,7137.3541
1980,FALSE,0,0,0,0,0,0,FALSE,1,2,2009.0115
1980,FALSE,0,0,0,0,0,0,FALSE,0,2,1762.0438
1980,FALSE,0,1,0,0,0,0,FALSE,1,2,2631.2513
1978,FALSE,1,0,0,0,2,1,FALSE,2,1,5916.0031
1973,FALSE,1,1,0,0,1,0,FALSE,2,1,8112.9916
1973,FALSE,1,0,0,0,1,0,TRUE,2,1,7395.3836
1972,FALSE,0,1,0,0,0,0,FALSE,0,3,2283.0537
1972,FALSE,0,1,0,0,0,0,FALSE,1,2,2549.9381
1973,TRUE,1,0,1,1,3,2,TRUE,1,1,5639.2692
1972,FALSE,0,1,0,0,0,0,FALSE,1,2,2571.4465
1972,TRUE,1,1,0,0,1,0,FALSE,1,1,5445.0075
1972,FALSE,1,1,0,0,1,0,FALSE,2,1,8051.1955
1971,FALSE,0,0,0,0,0,0,FALSE,0,2,1831.5344
1971,FALSE,0,0,0,0,0,0,FALSE,1,2,2049.7409
1970,TRUE,1,1,2,2,2,1,FALSE,0,2,3054.4467
1953,TRUE,0,1,2,0,1,0,FALSE,0,2,1501.349
1954,TRUE,0,1,3,0,0,0,FALSE,0,2,1238.1317
1954,FALSE,0,1,3,0,0,1,TRUE,1,2,1770.7119
1954,TRUE,1,1,1,0,2,1,TRUE,0,1,4540.8461
1954,TRUE,1,1,1,0,2,1,TRUE,0,1,4456.5132
1954,TRUE,1,0,1,0,2,1,TRUE,0,1,3518.8546
1955,TRUE,1,0,1,0,2,1,TRUE,1,1,3830.7206
1955,TRUE,1,1,1,0,2,1,TRUE,1,1,5007.7174
1956,TRUE,1,1,1,0,2,1,TRUE,1,1,4935.432
1956,TRUE,1,0,1,0,2,1,TRUE,1,1,3774.2916
1957,TRUE,1,1,1,0,2,1,TRUE,1,1,4925.4879
1957,TRUE,1,1,1,0,2,1,TRUE,1,1,4957.1708
1957,TRUE,1,1,1,0,2,1,TRUE,0,1,4491.8916
1957,TRUE,1,0,1,0,2,1,TRUE,1,1,3755.0471
1924,TRUE,0,1,4,0,2,0,FALSE,0,2,1464.665
1967,FALSE,0,0,3,3,0,0,TRUE,0,1,1392.2955
1967,FALSE,0,0,1,1,2,0,FALSE,1,1,1721.4569
1967,FALSE,1,1,1,1,3,1,FALSE,1,1,5875.1871
1967,TRUE,1,1,1,1,3,1,TRUE,2,1,6584.0694
1966,FALSE,0,0,1,1,1,0,FALSE,1,1,1459.6349
1966,FALSE,0,1,1,1,1,0,FALSE,1,1,1886.2828
1965,FALSE,0,1,4,3,0,0,TRUE,0,2,1624.009
1965,FALSE,0,1,4,3,0,0,TRUE,0,2,1564.1242
1965,TRUE,1,0,1,1,3,2,TRUE,0,2,5120.5953
1964,TRUE,0,0,3,2,0,0,FALSE,0,2,884.7279
1964,FALSE,0,0,3,3,1,0,TRUE,0,1,1490.7496
1963,FALSE,0,0,3,2,0,0,TRUE,0,2,1351.0602
1963,FALSE,0,1,3,2,0,0,TRUE,0,2,1721.8579
1963,FALSE,0,1,3,3,1,0,TRUE,0,2,1855.5532
1964,TRUE,1,0,2,2,2,1,FALSE,0,2,2348.5685
1963,FALSE,1,1,3,3,2,1,TRUE,0,1,4423.3499
1977,FALSE,0,0,0,0,1,0,FALSE,1,1,2092.8924
1979,TRUE,0,0,4,4,1,0,FALSE,0,3,931.2282
1979,FALSE,1,1,3,3,2,1,TRUE,0,1,4439.1355
1978,FALSE,1,0,3,3,2,1,TRUE,0,2,3408.6872
1962,FALSE,1,0,1,0,2,1,TRUE,2,1,5630.8898
1978,FALSE,1,0,4,4,2,1,TRUE,0,1,3174.7229
1978,TRUE,1,1,4,4,2,1,FALSE,0,2,2675.0862
1977,FALSE,1,1,0,0,2,1,TRUE,2,1,9249.8555
1911,TRUE,0,1,2,0,0,0,TRUE,1,1,1794.2625
1975,FALSE,0,0,0,0,1,0,FALSE,3,1,3443.2653
1974,FALSE,0,0,0,0,0,0,FALSE,0,3,1819.355
1974,FALSE,0,0,0,0,0,0,TRUE,1,2,2346.6115
1974,FALSE,0,0,0,0,0,0,FALSE,1,2,1940.1726
1975,FALSE,1,1,0,0,2,1,FALSE,2,1,7681.8868
1975,FALSE,1,1,0,0,2,1,FALSE,0,1,5841.8558
1973,FALSE,0,0,0,0,0,0,TRUE,1,2,2404.2913
1978,FALSE,2,1,0,0,2,2,FALSE,1,2,11844.6307
1948,FALSE,0,0,2,1,0,1,TRUE,3,2,2112.1809
1977,FALSE,1,0,0,0,0,1,TRUE,3,2,8126.4963
1949,TRUE,0,0,2,1,0,1,TRUE,1,2,1070.5815
1951,TRUE,1,1,3,0,1,2,FALSE,1,2,3982.4342
1952,TRUE,1,1,3,0,1,2,FALSE,1,3,4045.0396
1952,TRUE,1,1,2,0,2,2,FALSE,1,2,4887.7162
1971,FALSE,1,1,2,2,2,1,TRUE,1,2,5104.7728
1971,FALSE,1,0,2,2,2,1,TRUE,1,3,3984.7984
1970,FALSE,1,0,2,2,2,1,TRUE,1,3,3941.2026
1974,FALSE,1,0,3,3,2,1,TRUE,0,3,3350.5247
1975,FALSE,1,0,3,3,2,1,TRUE,1,2,3643.5162
1953,TRUE,1,0,1,0,3,2,TRUE,2,1,7317.2785
1954,TRUE,0,0,3,0,0,0,FALSE,0,2,1038.3286
1954,FALSE,0,0,3,0,0,0,TRUE,1,3,1611.9106
1954,TRUE,1,0,1,0,1,1,TRUE,1,1,3379.9995
1954,TRUE,1,1,1,0,1,1,TRUE,3,1,7055.7589
1954,TRUE,1,1,1,0,2,1,TRUE,0,1,4469.5819
1955,TRUE,1,0,1,0,2,1,TRUE,1,1,3815.5095
1956,TRUE,1,0,1,0,2,1,TRUE,0,1,3455.2378
1956,TRUE,1,0,1,0,2,1,TRUE,1,1,3788.8974
1956,TRUE,1,0,1,0,2,1,TRUE,1,1,3845.5442
1956,TRUE,1,1,1,0,2,1,TRUE,1,1,5045.6501
1956,TRUE,1,1,1,0,2,1,TRUE,0,1,4532.7139
1957,TRUE,1,0,1,0,2,1,TRUE,1,1,3829.1373
1967,TRUE,0,1,1,1,2,0,TRUE,2,1,2571.9783
1967,TRUE,0,1,1,1,2,0,TRUE,2,1,2519.9576
1967,FALSE,1,1,1,1,3,1,FALSE,0,1,5340.7168
1966,FALSE,0,0,1,1,1,0,FALSE,2,1,1811.0083
1966,FALSE,1,0,1,1,3,1,FALSE,1,1,4491.8577
1965,FALSE,0,0,5,3,0,0,TRUE,0,2,1195.5624
1965,TRUE,1,1,1,1,3,2,TRUE,0,2,6688.3474
1965,TRUE,1,1,1,1,3,2,TRUE,0,2,6627.557
1964,FALSE,0,0,3,2,0,0,TRUE,0,2,1313.7346
1964,TRUE,1,0,1,1,3,2,TRUE,0,2,5141.1619
1964,TRUE,1,0,1,1,3,2,TRUE,0,2,5116.99
1963,FALSE,0,0,3,2,0,0,TRUE,0,2,1326.0873
1963,TRUE,0,1,3,3,1,0,FALSE,0,1,1171.1363
1963,FALSE,0,0,4,4,1,0,TRUE,0,1,1315.1942
1965,FALSE,1,1,2,2,2,1,TRUE,0,1,4708.2274
1964,TRUE,1,1,2,2,2,1,FALSE,0,2,3056.1131
1964,FALSE,1,1,2,2,2,1,TRUE,0,2,4654.1953
1964,FALSE,1,0,2,2,2,1,TRUE,0,2,3598.8762
1979,FALSE,1,0,3,3,2,1,TRUE,0,1,3344.1914
1979,FALSE,1,1,3,3,2,1,TRUE,0,2,4380.5081
1978,FALSE,1,0,3,3,2,1,TRUE,0,2,3373.4326
1978,FALSE,1,0,4,4,2,1,TRUE,0,3,3070.8564
1978,TRUE,1,0,4,4,2,1,FALSE,0,3,2091.0015
1978,FALSE,1,1,4,4,2,1,TRUE,0,3,4112.939
1977,FALSE,0,0,0,0,1,0,FALSE,2,1,2382.8639
1976,FALSE,0,0,0,0,1,0,FALSE,3,1,3435.0992
1975,TRUE,0,0,0,0,0,0,TRUE,0,2,1749.3757
1976,FALSE,1,1,0,0,2,1,FALSE,0,1,5832.589
1975,FALSE,0,1,0,0,0,0,TRUE,2,1,3658.7196
1975,FALSE,0,1,0,0,0,0,FALSE,2,1,3051.7154
1974,FALSE,0,0,0,0,0,0,FALSE,1,2,1939.104
1975,FALSE,1,1,0,0,2,1,FALSE,0,1,5913.8746
1975,TRUE,1,1,0,0,2,1,FALSE,0,1,4732.0868
1974,FALSE,0,1,0,0,0,0,FALSE,1,2,2629.7213
1973,FALSE,0,0,0,0,0,0,TRUE,1,2,2398.3609
1973,FALSE,0,0,0,0,0,0,FALSE,0,2,1806.112
1973,FALSE,0,0,0,0,0,0,FALSE,0,2,1811.7202
1973,FALSE,0,1,0,0,0,0,FALSE,1,2,2630.296
1973,FALSE,0,0,0,0,0,0,TRUE,1,2,2407.1624
1978,FALSE,2,1,0,0,2,2,FALSE,1,2,11798.428
1978,TRUE,2,0,0,0,2,2,TRUE,3,2,14299.0662
1977,TRUE,1,1,0,0,0,1,FALSE,1,3,4336.1428
1977,FALSE,1,0,0,0,2,2,TRUE,3,2,12658.9145
1977,TRUE,1,1,0,0,2,2,TRUE,3,3,13274.9298
1977,FALSE,2,0,0,0,2,2,TRUE,3,2,17858.4221
1949,TRUE,1,1,3,0,2,1,FALSE,1,2,3528.56
1950,TRUE,1,1,3,0,2,1,FALSE,1,2,3504.7921
1980,FALSE,0,0,0,0,2,2,FALSE,1,2,2598.2887
1951,TRUE,1,0,3,0,1,2,FALSE,1,2,3114.8227
1951,FALSE,1,0,3,0,1,2,TRUE,3,2,7597.0337
1951,TRUE,1,0,3,0,1,2,FALSE,1,3,3145.4825
1951,TRUE,1,1,3,0,1,2,FALSE,1,2,4001.4718
1951,TRUE,1,0,2,0,2,1,FALSE,1,3,2934.5227
1979,TRUE,2,1,0,0,2,2,TRUE,3,2,18574.7539
1952,TRUE,1,1,3,0,1,2,TRUE,3,2,7969.0813
1952,FALSE,1,0,2,0,2,1,TRUE,3,3,7142.9854
1953,TRUE,1,1,3,0,2,2,TRUE,3,2,9055.5573
1979,FALSE,0,1,0,0,2,0,TRUE,2,1,4435.8606
1960,FALSE,0,1,1,1,1,0,FALSE,1,1,1885.8918
1959,FALSE,0,1,1,1,1,0,FALSE,2,1,2388.7059
1970,FALSE,0,1,1,1,1,0,FALSE,2,1,2284.2154
1920,TRUE,0,0,3,0,3,1,FALSE,0,2,1245.8521
1969,TRUE,0,0,0,0,2,0,FALSE,1,1,1955.5534
1953,FALSE,0,1,2,1,1,0,TRUE,0,2,1982.0359
1954,TRUE,3,1,3,2,2,3,TRUE,2,1,11825.4361
1944,TRUE,2,1,5,1,1,3,TRUE,2,2,7218.8046
1944,TRUE,2,0,5,1,1,3,TRUE,4,2,8540.6138
1945,TRUE,2,0,5,1,1,3,FALSE,2,2,4655.9931
1945,TRUE,3,1,5,0,3,4,TRUE,4,2,25925.4356
1945,TRUE,4,0,3,3,3,4,TRUE,3,4,26279.9206
1946,FALSE,3,0,5,0,2,3,FALSE,4,2,13820.318
1946,FALSE,3,1,5,0,2,3,TRUE,4,2,21659.1989
1946,TRUE,4,0,3,5,3,4,FALSE,3,4,21935.7266
1946,TRUE,4,1,4,4,2,3,TRUE,0,5,11812.2105
1953,TRUE,3,1,4,2,2,3,TRUE,4,2,16931.7584
1954,TRUE,3,0,3,3,1,3,TRUE,4,3,12172.6274
1954,TRUE,4,1,3,5,1,3,TRUE,4,4,22140.0105
